AJxt_anchor,FAQ
AAAGAgGAAgW7AgW_AgJ8AgYbAgVf_anchor,Swage Nipple
AAAGAgGAAgW7AgW_AgJ8AgYZ_anchor,Extra Heavy
AAAGAgGAAgW7AgW_AgJ8AgYZAge3_anchor,Nipple
AAAGAgGAAgW7AgW_AgJ8AgYZAgVf_anchor,Swage Nipple
AAAGAgGAAgW7AgW_AgJ8AgYa_anchor,Schedule 160
AAAGAgGAAgW7AgW_AgJ8AgYaAge3_anchor,Nipple
AAAGAgGAAgW7AgW_AgJ8AgYaAgVf_anchor,Swage Nipple
AAAGAgGAAgW7AgW_AgJ8AgYY_anchor,Standard Weight
AAAGAgGAAgW7AgW_AgJ8AgYYAge3_anchor,Nipple
AAAGAgGAAgW7AgW_AgJ8AgYYAgVf_anchor,Swage Nipple
AAAGAgGAAgXa_anchor,CPVC
AAAGAgGAAgXaAgJ8_anchor,Thread
AAAGAgGAAgXaAgJ8Age3_anchor,Nipple
AAAGAgGAAgXL_anchor,Nickel Alloy
AAAGAgGAAgXLAgJ__anchor,Butt Weld
AAAGAgGAAgXLAgJ_AgYZ_anchor,Extra Heavy
AAAGAgGAAgXLAgJ_AgYZAgVf_anchor,Swage Nipple
AAAGAgGAAgXLAgJ_AgYY_anchor,Standard Weight
AAAGAgGAAgXLAgJ_AgYYAgVf_anchor,Swage Nipple
AAAGAgGAAgXLAgJ8_anchor,Thread
AAAGAgGAAgXLAgJ8AgYZ_anchor,Extra Heavy
AAAGAgGAAgXLAgJ8AgYZAge3_anchor,Nipple
AAAGAgGAAgXLAgJ8AgYZAgVf_anchor,Swage Nipple
AAAGAgGAAgXLAgJ8AgYY_anchor,Standard Weight
AAAGAgGAAgXLAgJ8AgYYAge3_anchor,Nipple
AAAGAgGAAgXLAgJ8AgYYAgVf_anchor,Swage Nipple
AAAGAgGAAgXn_anchor,PVC
AAAGAgGAAgXnAgJ8_anchor,Thread
AAAGAgGAAgXnAgJ8Age3_anchor,Nipple
AAAGAgGAAgXM_anchor,Stainless Steel
AAAGAgGAAgXMAgJ__anchor,Butt Weld
AAAGAgGAAgXMAgJ_AgYb_anchor,Double Extra Heavy
AAAGAgGAAgXMAgJ_AgYbAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ_AgYZ_anchor,Extra Heavy
AAAGAgGAAgXMAgJ_AgYZAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ_AgYe_anchor,Schedule 10
AAAGAgGAAgXMAgJ_AgYeAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ_AgYa_anchor,Schedule 160
AAAGAgGAAgXMAgJ_AgYaAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ_AgYY_anchor,Standard Weight
AAAGAgGAAgXMAgJ_AgYYAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgKy_anchor,Plain End
AAAGAgGAAgXMAgKyAgYb_anchor,Double Extra Heavy
AAAGAgGAAgXMAgKyAgYbAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgKyAgYZ_anchor,Extra Heavy
AAAGAgGAAgXMAgKyAgYZAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgKyAgYa_anchor,Schedule 160
AAAGAgGAAgXMAgKyAgYaAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgKyAgYY_anchor,Standard Weight
AAAGAgGAAgXMAgKyAgYYAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ8_anchor,Thread
AAAGAgGAAgXMAgJ8AgYb_anchor,Double Extra Heavy
AAAGAgGAAgXMAgJ8AgYbAge3_anchor,Nipple
AAAGAgGAAgXMAgJ8AgYbAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ8AgYZ_anchor,Extra Heavy
AAAGAgGAAgXMAgJ8AgYZAge3_anchor,Nipple
AAAGAgGAAgXMAgJ8AgYZAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ8AgYa_anchor,Schedule 160
AAAGAgGAAgXMAgJ8AgYaAge3_anchor,Nipple
AAAGAgGAAgXMAgJ8AgYaAgVf_anchor,Swage Nipple
AAAGAgGAAgXMAgJ8AgYY_anchor,Standard Weight
AAAGAgGAAgXMAgJ8AgYYAge3_anchor,Nipple
AAAGAgGAAgXMAgJ8AgYYAgVf_anchor,Swage Nipple
AAAGAgGg_anchor,Pipe
AAAGAgGgAgi3_anchor, Special Notes
AAAGAgGgAgXO_anchor,ABS
AAAGAgGgAgXOAgZa_anchor,Compressed Air
AAAGAgGgAgXOAgZaAgJ-_anchor,Solvent Cement
AAAGAgGgAgXOAgZZ_anchor,DWV
AAAGAgGgAgXOAgZZAgJ-_anchor,Solvent Cement
AAAGAgbXAgb_AgcA_anchor,Solvent Cement Socket Joint
AAAGAgGgAgW2_anchor,Aluminum
AAAGAgGgAgW2AgJ__anchor,Butt Weld
AAAGAgGgAgW2AgZb_anchor,Compressed Air (Transair)
AAAGAgGgAgW2AgZbAgKA_anchor,Compression
AAAGAgGgAgW2AgKN_anchor,Grip Jaw
AAAGAgGgAgW2AgJ9_anchor,Groove
AAAGAgGgAgW2AgJ7_anchor,Socket Weld
AAAGAgGgAgW2AgJ8_anchor,Thread
AAAGAgGgAgW2AgZc_anchor,Vacuum Tubing
AAAGAgGgAgW2AgZcAgVL_anchor,Belled End
AAAGAgGgAgW2AgZcAgVLAgKB_anchor,Adhesive Joint
AAAGAgGgAgW2AgZcAgVLAgKC_anchor,Seal Weld
AAAGAgGgAgW2AgZcAgVLAgKD_anchor,Shrink Sleeve
AAAGAgGgAgW2AgZcAgVM_anchor,Straight End
AAAGAgGgAgW2AgZcAgVMAgKA_anchor,Compression
AAAGAgGgAgW2AgZcAgVMAgKE_anchor,Slip Coupling w/ Shrink Sleeve
AAAGAgGgAgXQ_anchor,Brass or Bronze
AAAGAgGgAgXQAgKL_anchor,Silver Solder
AAAGAgGgAgXQAgj5_anchor,Silver Solder Insert
AAAGAgGgAgXQAgJ8_anchor,Thread
AAAGAgGgAgW3_anchor,Carbon Steel
AAAGAgGgAgW3AgZd_anchor,Ammonia
AAAGAgGgAgW3AgZdAgJ__anchor,Butt Weld
AAAGAgGgAgW3AgZdAgJ7_anchor,Socket Weld
AAAGAgGgAgW3AgZdAgJ8_anchor,Thread
AAAGAgGgAgW3AgJ__anchor,Butt Weld
AAAGAgGgAgW3AgW4_anchor,Cement Lined
AAAGAgGgAgW3AgW4AgJ__anchor,Butt Weld
AAAGAgGgAgW3AgW6_anchor,Coated and Wrapped
AAAGAgGgAgW3AgW6AgKn_anchor,Butt Weld and Wrapped
AAAGAgGgAgW3AgKA_anchor,Compression
AAAGAgGgAgW3AgKH_anchor,Flare
AAAGAgGgAgW3AgKN_anchor,Grip Jaw
AAAGAgGgAgW3AgJ9_anchor,Groove
AAAGAgGgAgW3AgKO_anchor,Pressfit
AAAGAgGgAgW3AgW5_anchor,Saran, Polypropylene or Teflon Lined
AAAGAgGgAgW3AgW5AgKF_anchor,Flange
AAAGAgGgAgW3AgJ7_anchor,Socket Weld
AAAGAgGgAgW3AgJ8_anchor,Thread
AAAGAgGgAgW3AgZc_anchor,Vacuum Tubing
AAAGAgGgAgW3AgZcAgVL_anchor,Belled End
AAAGAgGgAgW3AgZcAgVLAgKB_anchor,Adhesive Joint
AAAGAgGgAgW3AgZcAgVLAgKC_anchor,Seal Weld
AAAGAgGgAgW3AgZcAgVLAgKD_anchor,Shrink Sleeve
AAAGAgGgAgW3AgZcAgVM_anchor,Straight End
AAAGAgGgAgW3AgZcAgVMAgKA_anchor,Compression
AAAGAgGgAgW3AgZcAgVMAgKE_anchor,Slip Coupling w/ Shrink Sleeve
AAAGAgGgAgXS_anchor,Cast Iron
AAAGAgGgAgXSAgZZ_anchor,DWV
AAAGAgGgAgXSAgZZAgVg_anchor,Double Hub
AAAGAgGgAgXSAgZZAgVgAgKP_anchor,Gasket
AAAGAgGgAgXSAgZZAgVgAgKQ_anchor,Lead
AAAGAgGgAgXSAgZZAgKR_anchor,No-Hub
AAAGAgGgAgXSAgZZAgVh_anchor,Single Hub
AAAGAgGgAgXSAgZZAgVhAgKP_anchor,Gasket
AAAGAgGgAgXSAgZZAgVhAgKQ_anchor,Lead
AAAGAgGgAgXSAgXT_anchor,High Silicon
AAAGAgGgAgXSAgXTAgZZ_anchor,DWV
AAAGAgGgAgXSAgXTAgZZAgKR_anchor,No-Hub
AAAGAgGgAgXSAgXTAgZZAgVh_anchor,Single Hub
AAAGAgGgAgXSAgXTAgZZAgVhAgKQ_anchor,Lead
AAAGAgGgAgW7_anchor,Chrome Moly
AAAGAgGgAgW7AgW8_anchor,1-1/4 Chrome 1/2 Moly
AAAGAgGgAgW7AgW8AgJ__anchor,Butt Weld
AAAGAgGgAgW7AgW8AgJ7_anchor,Socket Weld
AAAGAgGgAgW7AgW8AgJ8_anchor,Thread
AAAGAgGgAgW7AgW9_anchor,2-1/4 Chrome 1 Moly
AAAGAgGgAgW7AgW9AgJ__anchor,Butt Weld
AAAGAgGgAgW7AgW9AgJ7_anchor,Socket Weld
AAAGAgGgAgW7AgW9AgJ8_anchor,Thread
AAAGAgGgAgW7AgW-_anchor,5 Chrome 1/2 Moly
AAAGAgGgAgW7AgW-AgJ__anchor,Butt Weld
AAAGAgGgAgW7AgW-AgJ7_anchor,Socket Weld
AAAGAgGgAgW7AgW-AgJ8_anchor,Thread
AAAGAgGgAgW7AgW__anchor,9 Chrome 1 Moly
AAAGAgGgAgW7AgW_AgJ__anchor,Butt Weld
AAAGAgGgAgW7AgW_AgJ7_anchor,Socket Weld
AAAGAgGgAgW7AgW_AgJ8_anchor,Thread
AAAGAgGgAgXt_anchor,Concrete
AAAGAgbXAgcDAgcE_anchor,Elliptical
AAAGAgbXAgcDAgcEAgcF_anchor,Tongue & Groove, Mastic Joint
AAAGAgGgAgXtAgVk_anchor,Elliptical, Hub & Spigot
AAAGAgGgAgXtAgVkAgKq_anchor,Mortar
AAAGAgGgAgXtAgVi_anchor,Round, Hub & Spigot
AAAGAgGgAgXtAgViAgKo_anchor,O-Ring
AAAGAgGgAgXtAgVj_anchor,Round, Tongue & Groove
AAAGAgGgAgXtAgVjAgKp_anchor,Mastic
AAAGAgGgAgXU_anchor,Copper
AAAGAgGgAgXUAgKM_anchor,95/5 Solder
AAAGAgGgAgXUAgXW_anchor,ACR
AAAGAgGgAgXUAgXWAgKM_anchor,95/5 Solder
AAAGAgGgAgXUAgXWAgKK_anchor,Silfos Solder
AAAGAgGgAgXUAgXWAgKL_anchor,Silver Solder
AAAGAgGgAgXUAgKA_anchor,Compression
AAAGAgGgAgXUAgZZ_anchor,DWV
AAAGAgGgAgXUAgZZAgKJ_anchor,50/50 Solder
AAAGAgGgAgXUAgKH_anchor,Flare
AAAGAgGgAgXUAgJ9_anchor,Groove
AAAGAgGgAgXUAgKS_anchor,Press
AAAGAgGgAgXUAgKK_anchor,Silfos Solder
AAAGAgGgAgXUAgKL_anchor,Silver Solder
AAAGAgGgAgXUAgXX_anchor,Soft
AAAGAgGgAgXUAgXXAgKM_anchor,95/5 Solder
AAAGAgGgAgXUAgXXAgKH_anchor,Flare
AAAGAgGgAgXUAgXXAgZn_anchor,Refrigeration Tubing
AAAGAgGgAgXUAgXXAgZnAgKJ_anchor,50/50 Solder
AAAGAgGgAgXUAgXXAgZnAgKA_anchor,Compression
AAAGAgGgAgXUAgXXAgZnAgKH_anchor,Flare
AAAGAgGgAgXUAgXXAgZnAgKK_anchor,Silfos Solder
AAAGAgGgAgXUAgXXAgZnAgKL_anchor,Silver Solder
AAAGAgGgAgXUAgXXAgKL_anchor,Silver Solder
AAAGAgGgAgXY_anchor,Corrugated Galvanized
AAAGAgGgAgXYAgKr_anchor,Banded Metal
AAAGAgGgAgXu_anchor,Corrugated HDPE
AAAGAgGgAgXuAgZj_anchor,Sewer & Drainage
AAAGAgGgAgXuAgZjAgKs_anchor,Banded Plastic
AAAGAgGgAgXZ_anchor,Corrugated Stainless Steel Tubing
AAAGAgGgAgXZAgKA_anchor,Compression
AAAGAgGgAgXa_anchor,CPVC
AAAGAgGgAgXaAgVl_anchor,Copper Tube Size
AAAGAgGgAgXaAgVlAgJ-_anchor,Solvent Cement
AAAGAgGgAgXaAgZZ_anchor,DWV
AAAGAgGgAgXaAgZZAgJ-_anchor,Solvent Cement
AAAGAgGgAgXaAgJ-_anchor,Solvent Cement
AAAGAgGgAgXaAgJ8_anchor,Thread
AAAGAgGgAgXb_anchor,Ductile Iron
AAAGAgGgAgXbAgKF_anchor,Flange
AAAGAgGgAgXbAgKFAgmP_anchor,Flange [125 PSI] x Flange [125 PSI]
AAAGAgGgAgXbAgKFAgSg_anchor,Flange [125 PSI] x Groove
AAAGAgGgAgXbAgKFAgPP_anchor,Flange [125 PSI] x Plain End
AAAGAgGgAgXbAgKFAgmR_anchor,Flange [250 PSI] x Flange [250 PSI]
AAAGAgGgAgXbAgKFAgUa_anchor,Flange [250 PSI] x Grooved
AAAGAgGgAgXbAgKFAgUb_anchor,Flange [250 PSI] x Plain End
AAAGAgGgAgXbAgKP_anchor,Gasket
AAAGAgGgAgXbAgJ9_anchor,Groove
AAAGAgGgAgXbAgJ9AgmS_anchor,Groove x Groove
AAAGAgGgAgXbAgJ9AgUc_anchor,Groove x Plain End
AAAGAgGgAgXbAgKU_anchor,Mechanical
AAAGAgGgAgXc_anchor,Fiberglass
AAAGAgbXAgcGAgcH_anchor,Drainage
AAAGAgbXAgcGAgcHAgcJ_anchor,O-Ring Joint
AAAGAgbXAgcGAgcK_anchor,Pressure
AAAGAgbXAgcGAgcKAgcL_anchor,Butt-Wrap w/ Glass Mat Overlay
AAAGAgGgAgXcAgVQ_anchor,Straight Socket
AAAGAgGgAgXcAgVQAgKW_anchor,Epoxy
AAAGAgGgAgXcAgVR_anchor,Taper Socket
AAAGAgGgAgXcAgVRAgKW_anchor,Epoxy
AAAGAgGgAgXd_anchor,Glass
AAAGAgGgAgXdAgKX_anchor,Bead
AAAGAgGgAgXdAgZZ_anchor,DWV
AAAGAgGgAgXdAgZZAgKX_anchor,Bead
AAAGAgGgAgXdAgKF_anchor,Flange
AAAGAgGgAgXe_anchor,Hastelloy C-22
AAAGAgGgAgXeAgZg_anchor,Ultra High Purity
AAAGAgGgAgXeAgZgAgKY_anchor,Orbital Butt Weld
AAAGAgGgAgXf_anchor,HDPE
AAAGAgGgAgXfAgVn_anchor,DIPS
AAAGAgGgAgXfAgVnAgKZ_anchor,Butt Fusion
AAAGAgGgAgXfAgVm_anchor,IPS
AAAGAgGgAgXfAgVmAgKZ_anchor,Butt Fusion
AAAGAgbXAgbe_anchor,Insulated Conduit Casing
AAAGAgbXAgbeAgbf_anchor,Pre-Engineered Systems
AAAGAgbXAgbeAgbg_anchor,Sticks and Kits Installation
AAAGAgGgAgXL_anchor,Nickel Alloy
AAAGAgGgAgXLAgJ__anchor,Butt Weld
AAAGAgGgAgXLAgJ7_anchor,Socket Weld
AAAGAgGgAgXLAgJ8_anchor,Thread
AAAGAgGgAgXi_anchor,PEX
AAAGAgGgAgXiAgKb_anchor,Crimp Ring or Expansion/ Shrink Sleeve
AAAGAgbXAgkMAgkZ_anchor,Flexible Pre-Insulated - Ecoflex
AAAGAgbXAgkMAgkZAgka_anchor,Double Flex
AAAGAgbXAgkMAgkZAgkaAgbb_anchor,Double Flex
AAAGAgbXAgkMAgkZAgkb_anchor,Single Flex
AAAGAgbXAgkMAgkZAgkbAgbc_anchor,Single Flex
AAAGAgbXAgkMAgkZAgkc_anchor,Single Flex, High Density
AAAGAgbXAgkMAgkZAgkcAgbd_anchor,Single Flex, High Density
AAAGAgGgAgXv_anchor,Plastic Flexible Tubing
AAAGAgGgAgXvAgKA_anchor,Compression
AAAGAgGgAgXj_anchor,Polyethylene
AAAGAgGgAgXjAgZo_anchor,Below Ground
AAAGAgGgAgXjAgZoAgKa_anchor,Socket Fusion
AAAGAgGgAgXjAgKa_anchor,Socket Fusion
AAAGAgGgAgXk_anchor,Polypropylene
AAAGAgGgAgXkAgXl_anchor,Aquatherm
AAAGAgGgAgXkAgXlAge0_anchor,Above Ground
AAAGAgGgAgXkAgXlAge0AgKZ_anchor,Butt Fusion
AAAGAgGgAgXkAgXlAge0AgKa_anchor,Socket Fusion
AAAGAgGgAgXkAgXlAgZo_anchor,Below Ground
AAAGAgGgAgXkAgXlAgZoAgKZ_anchor,Butt Fusion
AAAGAgGgAgXkAgXlAgZoAgKa_anchor,Socket Fusion
AAAGAgGgAgXkAgZo_anchor,Below Ground
AAAGAgGgAgXkAgZoAgKZ_anchor,Butt Fusion
AAAGAgGgAgXkAgKZ_anchor,Butt Fusion
AAAGAgGgAgXkAgZZ_anchor,DWV
AAAGAgGgAgXkAgZZAgKZ_anchor,Butt Fusion
AAAGAgGgAgXkAgZZAgKf_anchor,Hot Air Weld
AAAGAgGgAgXkAgZZAgKU_anchor,Mechanical
AAAGAgGgAgXkAgZZAgKR_anchor,No-Hub
AAAGAgGgAgXkAgZZAgKa_anchor,Socket Fusion
AAAGAgGgAgXkAgZp_anchor,DWV, Below Ground
AAAGAgGgAgXkAgZpAgKZ_anchor,Butt Fusion
AAAGAgGgAgXkAgZpAgKf_anchor,Hot Air Weld
AAAGAgGgAgXkAgZpAgKU_anchor,Mechanical
AAAGAgGgAgXkAgZpAgKR_anchor,No-Hub
AAAGAgGgAgXkAgZpAgKa_anchor,Socket Fusion
AAAGAgGgAgXkAgKe_anchor,Electro Fusion
AAAGAgGgAgXkAgJ8_anchor,Thread
AAAGAgGgAgXn_anchor,PVC
AAAGAgGgAgXnAgXq_anchor,C900
AAAGAgGgAgXnAgXqAgZf_anchor,AWWA
AAAGAgGgAgXnAgXqAgZfAgKP_anchor,Gasket
AAAGAgGgAgXnAgXr_anchor,C905
AAAGAgGgAgXnAgXrAgZf_anchor,AWWA
AAAGAgGgAgXnAgXrAgZfAgKP_anchor,Gasket
AAAGAgGgAgXnAgXp_anchor,Clear
AAAGAgGgAgXnAgXpAgZk_anchor,Split System Secondary Containment
AAAGAgGgAgXnAgXpAgZkAgKg_anchor,Adhesive Clam Shell Connections
AAAGAgGgAgXnAgZZ_anchor,DWV
AAAGAgGgAgXnAgZZAgJ-_anchor,Solvent Cement
AAAGAgGgAgXnAgZi_anchor,High Purity Low Extractable (LXT)
AAAGAgGgAgXnAgZiAgJ-_anchor,Solvent Cement
AAAGAgGgAgXnAgZj_anchor,Sewer & Drainage
AAAGAgGgAgXnAgZjAgKP_anchor,Gasket
AAAGAgGgAgXnAgJ-_anchor,Solvent Cement
AAAGAgGgAgXnAgJ8_anchor,Thread
AAAGAgGgAgXm_anchor,PVDF
AAAGAgGgAgXmAgZo_anchor,Below Ground
AAAGAgGgAgXmAgZoAgKZ_anchor,Butt Fusion
AAAGAgGgAgXmAgKZ_anchor,Butt Fusion
AAAGAgGgAgXmAgZZ_anchor,DWV
AAAGAgGgAgXmAgZZAgKZ_anchor,Butt Fusion
AAAGAgGgAgXmAgZZAgKe_anchor,Electro Fusion
AAAGAgGgAgXmAgZZAgKf_anchor,Hot Air Weld
AAAGAgGgAgXmAgZZAgKR_anchor,No-Hub
AAAGAgGgAgXmAgZp_anchor,DWV, Below Ground
AAAGAgGgAgXmAgZpAgKZ_anchor,Butt Fusion
AAAGAgGgAgXmAgZpAgKe_anchor,Electro Fusion
AAAGAgGgAgXmAgZpAgKf_anchor,Hot Air Weld
AAAGAgGgAgXmAgZpAgKR_anchor,No-Hub
AAAGAgbXAgbhAgbi_anchor,Pressure
AAAGAgbXAgbhAgbiAgcc_anchor,Butt Fusion SIB (BCF)
AAAGAgbXAgbhAgbiAgbj_anchor,Socket Fusion
AAAGAgbXAgbhAgbiAgcn_anchor,Threaded
AAAGAgGgAgXM_anchor,Stainless Steel
AAAGAgGgAgXMAgJ__anchor,Butt Weld
AAAGAgGgAgXMAgKN_anchor,Grip Jaw
AAAGAgGgAgXMAgJ9_anchor,Groove
AAAGAgGgAgXMAgKO_anchor,Pressfit
AAAGAgGgAgXMAgKx_anchor,Push Fit
AAAGAgGgAgXMAgZm_anchor,Sanitary Food Grade
AAAGAgGgAgXMAgZmAgJ__anchor,Butt Weld
AAAGAgGgAgXMAgXN_anchor,Saran, Polypropylene or Teflon Lined
AAAGAgGgAgXMAgXNAgKF_anchor,Flange
AAAGAgGgAgXMAgJ7_anchor,Socket Weld
AAAGAgGgAgXMAgJ8_anchor,Thread
AAAGAgGgAgXMAgVo_anchor,Tubing
AAAGAgGgAgXMAgVoAgKA_anchor,Compression
AAAGAgGgAgXMAgVoAgKH_anchor,Flare
AAAGAgGgAgXMAgZg_anchor,Ultra High Purity
AAAGAgGgAgXMAgZgAgVp_anchor,Long Radius Coaxial
AAAGAgGgAgXMAgZgAgVpAgKk_anchor,Coaxial
AAAGAgGgAgXMAgZgAgVo_anchor,Tubing
AAAGAgGgAgXMAgZgAgVoAgKY_anchor,Orbital Butt Weld
AAAGAgGgAgXMAgZc_anchor,Vacuum Tubing
AAAGAgGgAgXMAgZcAgVL_anchor,Belled End
AAAGAgGgAgXMAgZcAgVLAgKB_anchor,Adhesive Joint
AAAGAgGgAgXMAgZcAgVLAgKC_anchor,Seal Weld
AAAGAgGgAgXMAgZcAgVLAgKD_anchor,Shrink Sleeve
AAAGAgGgAgXMAgZcAgVM_anchor,Straight End
AAAGAgGgAgXMAgZcAgVMAgKA_anchor,Compression
AAAGAgGgAgXMAgZcAgVMAgKE_anchor,Slip Coupling w/ Shrink Sleeve
AAAGAgbXAgbk_anchor,Vitrified Clay Pipe
AAAGAgbXAgbkAgbm_anchor,Bell & Spigot Gasket Joint
AAAGAgbXAgbkAgbn_anchor,Bell & Spigot Grout Joint
AAAGAgbXAgbkAgbl_anchor,Coupling Collar Joint
AAAGAgbXAgbkAgbo_anchor,Extra Heavy, Perforated Joint
AAAGAgHq_anchor,Plumbing Specialties
AAAGAgHqAgHr_anchor,Air Admittance Valve
AAAGAgHqAgHrAgXn_anchor,PVC
AAAGAgHqAgHrAgXnAgJ-_anchor,Solvent Cement
AAAGAgHqAgHs_anchor,Air Chamber
AAAGAgHqAgHsAgXU_anchor,Copper
AAAGAgHqAgHsAgXUAgKM_anchor,95/5 Solder
AAAGAgHqAgHt_anchor,Backflow Preventer
AAAGAgHqAgHtAgXQ_anchor,Brass or Bronze
AAAGAgHqAgHtAgXQAgJ9_anchor,Groove
AAAGAgHqAgHtAgXQAgKS_anchor,Press
AAAGAgHqAgHtAgXQAgJ8_anchor,Thread
AAAGAgHqAgHtAgXS_anchor,Cast Iron
AAAGAgHqAgHtAgXSAgKF_anchor,Flange
AAAGAgHqAgHtAgXb_anchor,Ductile Iron
AAAGAgHqAgHtAgXbAgKF_anchor,Flange
AAAGAgHqAgHtAgXM_anchor,Stainless Steel
AAAGAgHqAgHtAgXMAgKF_anchor,Flange
AAAGAgHqAgHtAgXMAgJ9_anchor,Groove
AAAGAgHqAgHtAgXMAgJ8_anchor,Thread
AAAGAgHqAgHy_anchor,Dresser Coupling
AAAGAgHqAgHyAgKt_anchor,Dresser Coupling Bolt Up
AAAGAgbDAgbE_anchor,Gas Control Equipment
AAAGAgHqAgIZ_anchor,Sovent
AAAGAgHqAgIZAgXS_anchor,Cast Iron
AAAGAgHqAgIZAgXSAgKR_anchor,No-Hub
AAAGAgHqAgIN_anchor,Thermostatic Mixing Valve
AAAGAgHqAgINAgXU_anchor,Copper
AAAGAgHqAgINAgXUAgJ8_anchor,Thread
AAAGAgHqAgH2_anchor,Vacuum Breaker
AAAGAgHqAgH2AgXU_anchor,Copper
AAAGAgHqAgH2AgXUAgJ8_anchor,Thread
AAAGAgHqAgH3_anchor,Water Hammer Arrestor
AAAGAgHqAgH3AgXU_anchor,Copper
AAAGAgHqAgH3AgXUAgKM_anchor,95/5 Solder
AAAGAgHqAgH3AgXUAgKF_anchor,Flange
AAAGAgHqAgH3AgXUAgJ8_anchor,Thread
AAAGAgHqAgH3AgXa_anchor,CPVC
AAAGAgHqAgH3AgXaAgJ8_anchor,Thread
AAAGAgHqAgH3AgXM_anchor,Stainless Steel
AAAGAgHqAgH3AgXMAgKF_anchor,Flange
AAAGAgHqAgH3AgXMAgJ8_anchor,Thread
AAAGAgHqAgH4_anchor,Water Pressure Reducing Valve
AAAGAgHqAgH4AgXQ_anchor,Brass or Bronze
AAAGAgHqAgH4AgXQAgJ8_anchor,Thread
AAAGAgHqAgH4AgXS_anchor,Cast Iron
AAAGAgHqAgH4AgXSAgKF_anchor,Flange
AAAGAgcr_anchor,Preheat
AAAGAgcrAgct_anchor,45º  Nozzle Welds, Carbon Stee and Any Alloy  (up to 425º F)
AAAGAgcrAgcu_anchor,90º  Nozzle Welds, Carbon Steel and Any Alloy  (up to 425º F)
AAAGAgcrAgcs_anchor,Buttwelds, Carbon Steel and Any Alloy (up to 425º F)
AAAGAgIj_anchor,Refrigeration Specialties
AAAGAgIjAgJT_anchor,3-Way Valve
AAAGAgIjAgJTAgXQ_anchor,Brass or Bronze
AAAGAgIjAgJTAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgjK_anchor,Accumulator or Receiver
AAAGAgIjAgjKAgXQ_anchor,Brass or Bronze
AAAGAgIjAgjKAgXQAgKH_anchor,Flare
AAAGAgIjAgjKAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgJN_anchor,Angle Isolation Valve
AAAGAgIjAgJNAgXQ_anchor,Brass or Bronze
AAAGAgIjAgJNAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgJG_anchor,Angle Strainer
AAAGAgIjAgJGAgXQ_anchor,Brass or Bronze
AAAGAgIjAgJGAgXQAgJ8_anchor,Thread
AAAGAgIjAgJR_anchor,Ball Valve
AAAGAgIjAgJRAgXQ_anchor,Brass or Bronze
AAAGAgIjAgJRAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgI4_anchor,Change Over Manifold
AAAGAgIjAgI4AgXQ_anchor,Brass or Bronze
AAAGAgIjAgI4AgXQAgJ8_anchor,Thread
AAAGAgIjAgIv_anchor,Check Valve, In-Line
AAAGAgIjAgIvAgXQ_anchor,Brass or Bronze
AAAGAgIjAgIvAgXQAgKH_anchor,Flare
AAAGAgIjAgIvAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgJV_anchor,Compressor Valve
AAAGAgIjAgJVAgXQ_anchor,Brass or Bronze
AAAGAgIjAgJVAgXQAgKH_anchor,Flare
AAAGAgIjAgJVAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgjQ_anchor,Diaphragm Valve
AAAGAgIjAgjQAgXQ_anchor,Brass or Bronze
AAAGAgIjAgjQAgXQAgKH_anchor,Flare
AAAGAgIjAgjQAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgjQAgXQAgJ8_anchor,Thread
AAAGAgIjAgIx_anchor,Expansion Valve
AAAGAgIjAgIxAgXQ_anchor,Brass or Bronze
AAAGAgIjAgIxAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgI5_anchor,Filter Drier
AAAGAgIjAgI5AgXQ_anchor,Brass or Bronze
AAAGAgIjAgI5AgXQAgKH_anchor,Flare
AAAGAgIjAgI5AgXQAgKL_anchor,Silver Solder
AAAGAgIjAgI5AgXQAgJ8_anchor,Thread
AAAGAgIjAgIk_anchor,Filter Drier, Replaceable Core
AAAGAgIjAgIkAgXQ_anchor,Brass or Bronze
AAAGAgIjAgIkAgXQAgKL_anchor,Silver Solder
AAAGAgIjAgjr_anchor,Flare Fittings
AAAGAgIjAgjrAgXQ_anchor,Brass or Bronze
AAAGAgIjAgjrAgXQAgKH_anchor,Flare
AAAGAgIjAgJI_anchor,In-Line Strainer
AAAGAgIjAgJIAgXQ_anchor,Brass or Bronze
AAAGAgIjAgJIAgXQAgKL_anchor,Silver Solder
